numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2244E2733514X,2022-11-17,dpe appartement individuel,C,appartement,avant 1948,H2b,44109,,,1,1,Électricité,Électricité,VMC SF Hygro A avant 2001,136.3,5,210.8,291.5,565.1,40.7,
2286E1565556B,2022-07-08,dpe appartement généré à partir des données DPE immeuble,D,appartement,1975-1977,H2b,86066,,6,1,40,Gaz naturel,Gaz naturel,VMC SF Hygro A après 2012,158,33.4,336.2,147.8,552.4,52.8,2029.7
2206E2582471C,2022-11-02,dpe appartement individuel,C,appartement,avant 1948,H3,06088,,,1,1,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,173.7,6,339.1,247.6,599.1,34.4,
2256E2795573G,2022-11-23,dpe appartement individuel,C,appartement,1948-1974,H2a,56260,,4,4,,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,104.8,18.9,321,182,723,56.8,
2283E2288095X,2022-10-03,dpe appartement individuel,C,appartement,1948-1974,H3,83043,,,1,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,166.6,6.4,584,343,978,64,
2214E2165554D,2022-09-21,dpe maison individuelle,C,maison,2001-2005,H1a,14587,,,3,,Gaz naturel,Gaz naturel,VMC SF Hygro B de 2001 à 2012,96.1,18,518.3,160.1,907.4,87,
2260E1605166N,2022-07-13,dpe maison individuelle,D,maison,1989-2000,H1a,60313,,,2,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,206.4,8.1,1023,356,1479,81,
2273E2449464A,2022-10-19,dpe appartement généré à partir des données DPE immeuble,E,appartement,1989-2000,H1c,73135,,3,1,8,Électricité,Électricité,VMC SF Hygro A avant 2001,291.8,11,1256.3,300.3,1641,64,518
2227E1588308W,2022-07-12,dpe maison individuelle,E,maison,1978-1982,H1a,27213,,,1,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,272.5,10,3593.6,431.3,4174.9,188,
2235E2403059T,2022-10-14,dpe appartement individuel,D,appartement,1948-1974,H2a,35238,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,172.9,36,763,148.5,1062.9,66.1,
2247E2935270W,2022-12-02,dpe appartement individuel,C,appartement,2006-2012,H2c,47032,,,1,,Électricité,Électricité,VMC Basse pression Hygro B,142.6,5.2,211,292,555,38,
2206E3229576T,2022-12-08,dpe appartement individuel,F,appartement,1978-1982,H3,06088,,,1,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,450.8,17.9,691,218,916,22,
2295E1725028Y,2022-07-28,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,95018,,6,1,93,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation mécanique sur conduit existant avant 2013,219.6,44,951.1,137,1392,72,5716
2262E1527671A,2022-07-05,dpe maison individuelle,C,maison,1983-1988,H1a,62250,,,1,,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,114.7,24,841.3,147.8,1105.8,107.9,
2234E2891741E,2022-12-01,dpe appartement individuel,C,appartement,2001-2005,H3,34032,,,1,,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,183.1,6.8,218,258,517,27,
2212E2504249U,2022-10-25,dpe appartement individuel,D,appartement,1948-1974,H2c,12202,,10,10,38,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,179.6,38.8,443,152,681,56,2333
2238E1839686R,2022-08-12,dpe appartement individuel,E,appartement,1948-1974,H1c,38169,,5,5,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,286.3,62,620,123,811,29,
2375E0016761Q,2023-01-01,dpe appartement individuel,F,appartement,1975-1977,H1a,75115,,,10,119,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Auto réglable avant 1982,388.5,65.3,373,340,835,25.4,7154
2230E2327641W,2022-10-07,dpe appartement individuel,D,appartement,1983-1988,H3,30189,,,6,31,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,162.9,33.4,288,429,939,79,2382
2234E1984680F,2022-09-02,dpe appartement individuel,B,appartement,2006-2012,H3,34172,,,1,1,Électricité,Gaz naturel,VMC SF Hygro B de 2001 à 2012,78.9,9,157.6,69.2,271.2,32.3,6039
2220E1747436X,2022-07-30,dpe immeuble collectif,C,immeuble,2006-2012,H3,2A130,,1,,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,124.3,4,1740.3,718.4,2836.1,,265.7
2293E2394692E,2022-10-06,dpe appartement individuel,E,appartement,1948-1974,H1a,93006,,,1,31,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,299.7,66,751,195,1027,52.3,1542
2269E2512349N,2022-10-25,dpe maison individuelle,E,maison,1948-1974,H1c,69275,,,2,,Électricité,Électricité,VMC SF Auto réglable avant 1982,326.7,13,3162.9,353,3713,133,
2221E2902319N,2022-12-02,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1c,21295,,4,1,16,Gaz naturel,Électricité,VMC SF Hygro A de 2001 à 2012,116,15,301.9,307,749.9,72,1083
2369E0000321C,2023-01-01,dpe appartement individuel,E,appartement,avant 1948,H1c,69385,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,284.8,62,1258.3,152.4,1511.7,65.8,
2283E2728583T,2022-11-17,dpe appartement individuel,C,appartement,avant 1948,H3,83137,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,120.3,4,391.5,306.1,856.1,69.7,
2214E1831756T,2022-08-08,dpe maison individuelle,D,maison,2001-2005,H1a,14083,,2,2,1,GPL,GPL,VMC SF Auto réglable de 2001 à 2012,149.8,36,1411,327,2013,93.1,
2268E2974792T,2022-12-08,dpe appartement individuel,C,appartement,2001-2005,H1b,68297,,,1,1,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,174.4,6,355.4,344,762.8,46,
2276E2702065O,2022-11-15,dpe appartement individuel,D,appartement,1978-1982,H1a,76540,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,226.2,45,140.7,220.1,474.8,29.3,1796
2275E2328600M,2022-10-07,dpe appartement individuel,D,appartement,avant 1948,H1a,75101,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,227.1,8,729.2,303,1048.8,50.8,
2295E3027290Y,2022-12-13,dpe appartement individuel,D,appartement,avant 1948,H1a,95641,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,232.1,9,369.2,170.9,548.6,23,
2239E1907323D,2022-08-24,dpe maison individuelle,C,maison,2006-2012,H1c,39492,,,1,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,166.9,6.5,1472,475,2085,144,
2294E3126926B,2022-12-22,dpe maison individuelle,C,maison,1989-2000,H1a,94019,,,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,113.4,16,1232.4,230.8,1656.7,160,
2278E3228629C,2022-12-28,dpe appartement généré à partir des données DPE immeuble,C,appartement,1983-1988,H1a,78688,T1,4,1,28,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,173.5,6.7,669.6,315.1,1085.7,69,1806
2229E1598159V,2022-07-12,dpe appartement individuel,E,appartement,1948-1974,H2a,29019,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,342.3,13,768.3,237.9,1016.9,32.6,171
2245E2815881X,2022-11-24,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1b,45229,,3,1,6,Réseau de Chauffage urbain,Électricité,Ventilation naturelle par conduit,187.1,41,615.3,424.3,1109.3,65,410
2272E2630764B,2022-11-07,dpe appartement individuel,E,appartement,1948-1974,H2b,72181,,,1,1,Gaz naturel,Électricité,VMC SF Auto réglable avant 1982,312.5,55,1076.8,448.8,1680.5,74,1980
2256E2012849M,2022-09-06,dpe appartement individuel,E,appartement,1989-2000,H2a,56098,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,265.9,55,451.9,385.8,962.6,52.5,420
2287E2891819F,2022-11-16,dpe appartement individuel,D,appartement,1948-1974,H1c,87085,,,8,16,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,176.4,38.4,560,122,766,64,1380
2208E1775233O,2022-08-03,dpe maison individuelle,D,maison,1989-2000,H1b,08327,,,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,182.9,36.2,715,136,1104,61,
2272E2420652V,2022-10-17,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,72181,,5,1,50,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,140.8,30,335.2,191.2,566.5,52,2633
2228E2739854D,2022-11-15,dpe maison individuelle,D,maison,1948-1974,H1a,28127,,,2,,Fioul domestique,Fioul domestique,VMC DF individuelle avec échangeur avant 2013,157.6,46.2,1536,353,2220,146.6,
2295E1655937P,2022-07-20,dpe appartement individuel,E,appartement,1948-1974,H1a,95014,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,315.7,69,508.5,334.8,900.6,44,1000
2267E2071223B,2022-09-12,dpe appartement individuel,D,appartement,1975-1977,H1b,67482,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,169.9,33,182.1,143.5,442.1,36,3525
2208E2762154B,2022-11-21,dpe maison individuelle,E,maison,1948-1974,H1b,08490,,,2,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,310.5,59.6,1110,301,1480,53,
2291E2084192U,2022-09-13,dpe appartement généré à partir des données DPE immeuble,C,appartement,2006-2012,H1a,91687,,6,1,28,Réseau de Chauffage urbain,Électricité,VMC SF Auto réglable de 2001 à 2012,131.8,13,347.6,635.8,1149.4,68,1602
2262E2099130F,2022-09-14,dpe maison individuelle,G,maison,1948-1974,H1a,62891,,,1,,Fioul domestique,Électricité,Ventilation par ouverture des fenêtres,439.6,127,3215.6,409.8,3723.5,91,
2217E2479612K,2022-10-22,dpe maison individuelle,E,maison,2001-2005,H2b,17051,,,1,,Électricité,Électricité,VMC SF Auto réglable après 2012,269,10,479.6,221.3,766.7,30,
2259E3076199R,2022-12-18,dpe appartement généré à partir des données DPE immeuble,D,appartement,1978-1982,H1a,59343,,6,1,24,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,209.1,45,691.3,407.8,1204.7,88,1608
2272E1879428N,2022-08-20,dpe maison individuelle,D,maison,1975-1977,H2b,72213,,,2,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,201.9,33,998.8,161.6,1263.1,86,
2244E2937724D,2022-12-06,dpe maison individuelle,D,maison,avant 1948,H2b,44069,,,3,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,195.1,32,2089.4,185.6,2512.1,157.8,
2226E2288258Z,2022-10-04,dpe maison individuelle,D,maison,1978-1982,H2d,26362,,,2,,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,208.3,45,1177.4,177,1449.5,85.6,
2213E2721609V,2022-11-16,dpe maison individuelle,D,maison,1948-1974,H3,13092,,,2,,Électricité,Électricité,Ventilation naturelle par conduit,206.4,7.7,1055.7,310.7,1415.4,90,
2259E2595799T,2022-11-03,dpe maison individuelle,D,maison,1948-1974,H1a,59024,,,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,194.8,41,937,169,1296,75.2,
2226E2667667Q,2022-11-10,dpe appartement individuel,D,appartement,1948-1974,H2d,26058,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,213.8,46,825.9,147.9,1074,56.3,
2264E2285610P,2022-10-04,dpe appartement individuel,D,appartement,avant 1948,H2c,64140,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,216.4,8,531.9,275.7,862.9,42.9,
2262E2243742F,2022-09-27,dpe appartement généré à partir des données DPE immeuble,C,appartement,1978-1982,H1a,62724,,4,1,16,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,128.2,24,599.8,218.1,1065.8,70,1084
2250E2048056J,2022-09-07,dpe appartement individuel,C,appartement,1983-1988,H2a,50147,,,1,1,Gaz naturel,Électricité,VMC SF Auto réglable de 1982 à 2000,137.9,14.8,317,358,808,54,54
2284E3124366F,2022-12-22,dpe appartement individuel,D,appartement,1948-1974,H2d,84054,,1,1,1,Gaz naturel,Gaz naturel,Ventilation mécanique sur conduit existant avant 2013,228.3,46,639,155,976,43,43
2275E2197772Q,2022-09-24,dpe appartement individuel,C,appartement,avant 1948,H1a,75118,,,1,1,Électricité,Électricité,Ventilation mécanique sur conduit existant à partir de 2013,193.1,6,93.2,245.6,360.9,14.8,
2260E2481002N,2022-10-22,dpe appartement individuel,F,appartement,avant 1948,H1a,60404,,,1,1,Électricité,Électricité,VMC SF Auto réglable avant 1982,332.3,13,1118.6,358.8,1565.4,53.5,
2244E2844990L,2022-11-28,dpe appartement généré à partir des données DPE immeuble,E,appartement,1948-1974,H2b,44109,,5,1,40,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A de 2001 à 2012,290.8,61,986.3,407.2,1551.6,64.6,2670.6
2238E2687753Q,2022-11-14,dpe appartement individuel,C,appartement,1989-2000,H1c,38185,,,1,1,Électricité,Électricité,VMC SF Hygro A avant 2001,144.1,5,310.8,304.9,717,48.2,
2292E1977021W,2022-09-01,dpe appartement individuel,B,appartement,2013-2021,H1a,92060,,,1,1,Électricité,Électricité,VMC SF Hygro A après 2012,107.8,3,151.9,341.2,545.8,47.3,
2283E2954366S,2022-12-07,dpe maison individuelle,F,maison,1948-1974,H3,83153,,1,1,1,Fioul domestique,Fioul domestique,Ventilation par entrées d'air hautes et basses,270.9,85,2823,311,3278,130,
2217E1635202C,2022-07-18,dpe maison individuelle,D,maison,1948-1974,H2b,17093,,,1,,Bois – Bûches,Électricité,Ventilation par ouverture des fenêtres,181.4,5,354.6,383,771.7,81,
2244E2096231A,2022-09-13,dpe maison individuelle,E,maison,1948-1974,H2b,44184,,,2,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,260.5,57.5,1640,130,1891,93.5,
2274E3079730B,2022-12-16,dpe maison individuelle,D,maison,1948-1974,H1c,74143,,,3,,Bois – Granulés (pellets) ou briquettes,Bois – Granulés (pellets) ou briquettes,Ventilation naturelle par conduit avec entrées d'air hygro,220.9,6.6,744,230,1088,77,
2283E2725803V,2022-11-17,dpe maison individuelle,A,maison,2013-2021,H3,83106,,,1,,Électricité,Électricité,VMC SF Hygro B après 2012,38,1,120.7,93.8,357.5,74,
2285E2224909T,2022-09-28,dpe maison individuelle,D,maison,avant 1948,H2b,85097,,,2,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,223.8,49,1134.3,217.7,1464,80,
2234E2736416D,2022-11-17,dpe appartement individuel,C,appartement,1978-1982,H3,34172,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,167.6,26,985,172.6,1516.9,90,
2291E3192908S,2022-12-30,dpe appartement individuel,D,appartement,1948-1974,H1a,91687,,,1,1,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation hybride après 2012,169.7,35,273.4,163.2,489.6,35.8,4043.8
2294E1534367U,2022-07-04,dpe appartement individuel,D,appartement,1978-1982,H1a,94052,,,1,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,201.6,7.9,950,325,1387,77.4,
2213E2246866M,2022-09-29,dpe appartement généré à partir des données DPE immeuble,C,appartement,2013-2021,H3,13207,,5,1,27,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,92.5,18,217.8,332.9,743.8,107.9,2098
2244E1852609Y,2022-08-16,dpe appartement individuel,C,appartement,1948-1974,H2b,44109,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,209.4,7.5,94,288,389,15.5,
2295E2153622I,2022-09-19,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,95680,T6,5,1,97,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Auto réglable après 2012,154.9,13.1,483.5,190.5,783.9,60,5937.7
2257E3050826S,2022-12-15,dpe maison individuelle,D,maison,avant 1948,H1b,57764,,,3,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,228.4,30,3013.3,268.1,3426.2,238.6,
2269E2141520W,2022-09-19,dpe appartement généré à partir des données DPE immeuble,C,appartement,2006-2012,H1c,69387,,7,1,85,Gaz naturel,Gaz naturel,VMC SF Hygro B de 2001 à 2012,117,23,410.7,291.8,862.6,70.8,6222.2
2279E2577031R,2022-11-02,dpe maison individuelle,D,maison,1948-1974,H2b,79251,,,1,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,223.6,8,838.5,274.5,1230.2,61.4,
2274E1572202F,2022-07-05,dpe appartement individuel,C,appartement,1989-2000,H1c,74281,,,1,1,Électricité,Gaz naturel,VMC SF Hygro A avant 2001,171,17.8,509,200,789,52,1860
2285E2513916K,2022-10-24,dpe maison individuelle,E,maison,avant 1948,H2b,85128,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,294.3,11.6,720,274,1006,37.4,
2293E2571503P,2022-10-31,dpe appartement généré à partir des données DPE immeuble,E,appartement,1948-1974,H1a,93010,,11,1,167,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit avec entrées d'air hygro,272.3,60,732.3,163.7,940,50.3,8410.6
2295E3040835X,2022-12-14,dpe appartement généré à partir des données DPE immeuble,D,appartement,1989-2000,H1a,95288,T1,5,1,15,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,202.7,41.7,405.2,116.6,611,26,747
2230E3135827Y,2022-12-23,dpe appartement individuel,B,appartement,2001-2005,H3,30189,,,1,1,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,95.7,3,116.1,314,509.3,50.6,
2226E3150711G,2022-12-26,dpe appartement individuel,C,appartement,2001-2005,H2d,,,2,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,126.2,25,662,155,1059,83.7,
2238E2400739Q,2022-10-14,dpe appartement individuel,B,appartement,2006-2012,H1c,38185,,7,7,29,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B de 2001 à 2012,89.7,8.8,259,229,706,85,1939
2222E2242707W,2022-09-29,dpe maison individuelle,E,maison,avant 1948,H2a,22050,,,2,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,290.2,60,1077.7,247.1,1415,54.9,
2274E2353938Z,2022-10-11,dpe maison individuelle,F,maison,1983-1988,H1c,74243,,,3,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,342.6,13.8,3583,466,4184,143.2,
2230E2672680P,2022-11-10,dpe maison individuelle,D,maison,avant 1948,H3,30125,,,1,,Bois – Bûches,Électricité,VMC SF Auto réglable après 2012,212.5,6,357.1,366,815.5,72.2,
2262E1732228P,2022-07-28,dpe appartement individuel,D,appartement,1983-1988,H1a,62826,,,6,1,Électricité,Électricité,VMC SF Hygro A après 2012,234.3,8,311.7,293.2,627.5,27,
2242E2924343K,2022-12-05,dpe appartement individuel,E,appartement,avant 1948,H1c,42204,,,3,1,Fioul domestique,Fioul domestique,Ventilation par ouverture des fenêtres,254.5,79,1110.1,606.3,1821.7,76.5,300
2216E1914787I,2022-08-25,dpe maison individuelle,E,maison,avant 1948,H2b,16281,,,2,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,310.4,68,1429.2,124.2,1653.2,67.4,
2214E2568026V,2022-10-31,dpe appartement généré à partir des données DPE immeuble,C,appartement,1975-1977,H1a,14047,,4,1,18,Réseau de Chauffage urbain,Électricité,Ventilation mécanique sur conduit existant à partir de 2013,160,10,443.2,313.6,837,55,1119
2281E2582926M,2022-11-02,dpe maison individuelle,C,maison,1948-1974,H2c,81140,,,2,,Gaz naturel,Gaz naturel,Ventilation mécanique sur conduit existant avant 2013,175.8,25,1075.5,153.3,1639.4,109.1,
2273E2997102A,2022-12-12,dpe appartement individuel,C,appartement,avant 1948,H1c,73008,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,152.4,5,290.3,254.2,557.4,35.8,
2254E1740063Q,2022-07-29,dpe appartement individuel,D,appartement,1948-1974,H1b,54395,,2,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,196.5,40,805,203,1259,69,
2217E2588026E,2022-11-02,dpe appartement individuel,D,appartement,avant 1948,H2b,17347,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,195.8,7,828.6,314.2,1164.6,66,
2238E1786391W,2022-08-04,dpe appartement généré à partir des données DPE immeuble,C,appartement,1978-1982,H1c,38553,,6,1,30,Gaz naturel,Électricité,VMC SF Hygro B après 2012,135.6,15,311.8,522.7,939.7,51,1692
2249E1765279H,2022-08-02,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,49125,,4,1,24,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B avant  2001,177.6,43,559,2.5,692.6,45,1580
2272E2504836R,2022-10-25,dpe maison individuelle,C,maison,1978-1982,H2b,72328,,,1,,Gaz naturel,Gaz naturel,VMC SF Hygro A après 2012,173.9,26.9,923,159,1230,95.7,
2213E2345559J,2022-10-10,dpe appartement individuel,D,appartement,1948-1974,H3,13210,,,1,1,Gaz naturel,Électricité,Ventilation naturelle par conduit,223.3,38,692.6,391,1163.8,69.2,5003
2233E2266122W,2022-09-30,dpe appartement individuel,B,appartement,avant 1948,H2c,33227,,,2,1,Électricité,Électricité,VMC SF Auto réglable après 2012,114.6,4,104.1,274.8,412.2,31,
2235E2831241H,2022-11-25,dpe maison individuelle,E,maison,1948-1974,H2a,35288,,,2,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,271.6,59,1615.1,149.7,1910.1,90,
2229E2716401D,2022-11-16,dpe appartement individuel,B,appartement,2006-2012,H2a,29019,,,1,1,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,105.3,3,224.3,331.7,634.9,61,
2233E3179556Y,2022-12-29,dpe appartement généré à partir des données DPE immeuble,B,appartement,1989-2000,H2c,33063,,5,1,140,Électricité,Réseau de Chauffage urbain,VMC SF Hygro B après 2012,86.4,2,460.1,204.8,735.5,89,9492
2244E2703915M,2022-11-10,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H2b,44143,T3,5,1,60,Réseau de Chauffage urbain,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,132.1,17.7,386.6,213,748.8,60,3822
2289E3078245N,2022-12-19,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1b,89287,,8,1,80,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,105,20,449.2,213.1,876.2,122,6935
2229E2239736W,2022-09-28,dpe appartement individuel,C,appartement,1948-1974,H2a,29019,,,1,,Électricité,Électricité,VMC SF Auto réglable après 2012,173.5,6.6,410,300,750,45.3,
2219E3230412K,2022-12-12,dpe appartement individuel,D,appartement,2006-2012,H1c,19123,,,2,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,181.3,6.9,612,355,1055,63.9,
2281E2464253D,2022-10-20,dpe maison individuelle,D,maison,1948-1974,H2c,81120,,,1,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,212,44,1031,137.2,1363.1,73.8,
2231E3148720W,2022-12-26,dpe appartement individuel,C,appartement,1948-1974,H2c,31555,,,1,1,Électricité,Électricité,VMC SF Auto réglable avant 1982,174.4,6,299.3,280.3,649.8,37.9,
2234E2232693E,2022-09-27,dpe appartement individuel,C,appartement,1989-2000,H3,34176,,,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,83,15,282,199,690,68.6,
2245E1714895H,2022-07-27,dpe maison individuelle,F,maison,avant 1948,H1b,45273,,,2,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,402.7,78.2,2012,490,2579,81.6,
2255E2688744K,2022-11-14,dpe maison individuelle,C,maison,2013-2021,H1b,55545,,,2,,Gaz naturel,Électricité,VMC SF Hygro A après 2012,99.4,18,665.8,137.7,937.8,85,
2259E1678219F,2022-07-22,dpe appartement individuel,D,appartement,avant 1948,H1a,59410,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,197.1,7,347.2,259.4,656.9,34,
2272E3130859M,2022-12-22,dpe maison individuelle,G,maison,1948-1974,H2b,72175,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,613.2,25,6606.1,359.2,7007.2,134.7,
2278E2440957A,2022-10-19,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,78621,T2,6,1,57,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC Basse pression Hygro A,104.1,20.3,312.7,249,775.6,82,4088
2229E1731890I,2022-07-28,dpe appartement individuel,F,appartement,1948-1974,H2a,29006,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,393.9,15,704.7,295.6,1009.5,28.1,
2292E2370714X,2022-10-12,dpe appartement individuel,F,appartement,avant 1948,H1a,92004,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,398.9,86,681.8,134.6,883.4,23.6,
2278E3054060X,2022-11-23,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,78255,,4,1,32,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,231.7,47.7,1182.1,23.4,1477.6,71.6,1966.4
2221E2039368C,2022-09-08,dpe appartement individuel,G,appartement,1948-1974,H1c,21054,,1,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,446.7,95.5,2158,304,2794,82,82
2242E2367385Y,2022-10-12,dpe appartement individuel,F,appartement,1948-1974,H1c,42218,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,329.1,72,1329.9,154.8,1589.7,60.4,
2231E2260131J,2022-09-30,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H2c,31555,,10,1,50,Réseau de Chauffage urbain,Électricité,VMC SF Hygro B après 2012,122.6,2,353.4,580.6,1090.6,76,3301
2251E2361943Z,2022-10-11,dpe appartement individuel,D,appartement,1948-1974,H1b,51454,,,1,,Gaz naturel,Gaz naturel,Ventilation mécanique sur conduit existant avant 2013,179.9,36,883,196,1382,83.8,
2254E2945508X,2022-12-07,dpe appartement individuel,D,appartement,avant 1948,H1b,54395,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,234,9,499.1,309.1,840.3,38.4,
2274E3077254V,2022-12-18,dpe appartement individuel,A,appartement,après 2021,H1c,74275,,,3,1,Électricité,Électricité,VMC SF Hygro B après 2012,63.1,2,603.1,162.9,919.4,157.9,
2231E2412862Q,2022-10-17,dpe maison individuelle,E,maison,1948-1974,H2c,31457,,,2,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,295,59,1995.8,377.2,2457.8,106,
2234E2835710D,2022-11-27,dpe appartement individuel,D,appartement,avant 1948,H3,34172,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,267.9,10,529.1,211.9,751.1,29.4,400
2237E2741727N,2022-11-18,dpe appartement individuel,E,appartement,1989-2000,H2b,44143,,,1,1,Électricité,Électricité,VMC SF Hygro A après 2012,265.3,10,1475.7,79.5,1632.3,70,
2281E1851337L,2022-08-16,dpe appartement individuel,D,appartement,1948-1974,H2c,81065,,,1,,Électricité,Électricité,Ventilation mécanique sur conduit existant avant 2013,204.8,7.5,236,206,597,29.1,
