numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2284E2181634H,2022-09-22,dpe appartement individuel,C,appartement,2006-2012,H2d,84069,,,2,,Électricité,Électricité,VMC Basse pression Hygro B,111.4,4,249,346,708,65.8,
2274E1716450F,2022-07-27,dpe appartement individuel,F,appartement,1975-1977,H1c,74010,,,1,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,329.3,72,930.2,347.9,1346.9,64.7,6854
2237E2729100W,2022-11-17,dpe maison individuelle,D,maison,1978-1982,H2b,37031,,,2,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,202.3,8,1641,447,2222,127,
2245E1923502Q,2022-08-26,dpe appartement individuel,E,appartement,avant 1948,H1b,45252,,,1,1,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,286.7,11,663.3,317.6,992.9,37.9,
2267E2188861P,2022-09-23,dpe appartement généré à partir des données DPE immeuble,C,appartement,2006-2012,H1b,67482,,7,1,115,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B de 2001 à 2012,131.6,14,68.5,128.3,247.1,21.5,2932.4
2251E2226452U,2022-09-28,dpe maison individuelle,F,maison,1948-1974,H1b,51272,,,1,,Bois – Bûches,Électricité,Ventilation par ouverture des fenêtres,404.5,12,1588.1,456.1,2141.8,136,
2262E1989959I,2022-08-15,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,62498,T1,8,1,32,Gaz naturel,Gaz naturel,VMC SF Hygro A de 2001 à 2012,213.8,45.1,670.3,233.4,1076.1,65,2040
2269E2879337L,2022-11-30,dpe appartement individuel,C,appartement,1948-1974,H1c,69266,,,11,144,Gaz naturel,Électricité,VMC SF Auto réglable avant 1982,146.4,19.9,298,306,762,61.8,8700
2206E2330802N,2022-10-07,dpe appartement individuel,C,appartement,avant 1948,H3,06157,,,1,,Électricité,Électricité,VMC SF Auto réglable après 2012,151.5,5.3,47,297,366,19.4,
2274E1894822R,2022-08-23,dpe maison individuelle,C,maison,1948-1974,H1c,74267,,,1,,Électricité,Électricité,VMC SF Hygro A après 2012,143.4,5,2369.7,499.2,2963.3,240.9,
2291E1954295T,2022-08-31,dpe appartement individuel,D,appartement,1948-1974,H1a,91286,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,218.9,44,1142,128.8,1648.2,107.6,514202
2285E2849958C,2022-11-28,dpe maison individuelle,D,maison,1948-1974,H2b,85191,,,1,,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,231.7,33,1608.4,198.3,2007.4,121.5,
2206E1831033Q,2022-08-11,dpe maison individuelle,C,maison,1983-1988,H3,06118,,,2,,Bois – Granulés (pellets) ou briquettes,Électricité,VMC SF Auto réglable après 2012,146.3,5.2,1364,101,1590,139.2,
2248E2109024F,2022-09-15,dpe maison individuelle,D,maison,avant 1948,H2d,48156,,,1,,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A après 2012,246.7,7,1821.3,141.6,2141.6,105.8,
2232E2845287K,2022-11-28,dpe maison individuelle,D,maison,avant 1948,H2c,32086,,,2,,Fioul domestique,Électricité,Ventilation par ouverture des fenêtres,241.7,41.6,1340,426,1845,102,
2275E1701623Z,2022-07-26,dpe appartement individuel,D,appartement,1948-1974,H1a,75114,,,1,1,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B avant  2001,188.9,27,328.5,363.2,803.2,52.5,1180
2263E2985789N,2022-12-09,dpe appartement individuel,E,appartement,avant 1948,H1c,63178,,,1,1,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,286.4,11,1104,300.8,1422.4,56,
2263E2713543N,2022-10-28,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1c,63113,,9,3,54,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Auto réglable avant 1982,191.7,40.2,271.9,510.6,947.3,58,3393
2234E2040874N,2022-09-08,dpe appartement généré à partir des données DPE immeuble,C,appartement,1989-2000,H3,34336,,3,1,18,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,139.4,5,775.1,466.3,1405,66,1311
2236E3079177I,2022-12-19,dpe maison individuelle,E,maison,1948-1974,H2b,36013,,,1,,GPL,GPL,Ventilation par ouverture des fenêtres,258.4,67,2073.9,309,2491,67.2,
2254E1873302F,2022-08-19,dpe appartement individuel,C,appartement,1948-1974,H1b,54329,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,148.7,5,631.8,386.2,1141.4,85,
2269E2729243P,2022-11-17,dpe maison individuelle,E,maison,1989-2000,H1c,69133,,,2,,Fioul domestique,Fioul domestique,VMC SF Auto réglable de 1982 à 2000,177.3,53.7,2465,349,3140,187,
2276E1713244Z,2022-07-27,dpe appartement individuel,E,appartement,avant 1948,H1a,76498,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,251.1,9,952.2,340.9,1341.6,60,
2209E2767738W,2022-11-21,dpe appartement individuel,D,appartement,avant 1948,H2c,09235,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,228.8,48,908.2,145.6,1240.2,60.4,
2278E2212923M,2022-09-26,dpe appartement individuel,C,appartement,avant 1948,H1a,78335,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,180.9,6,195,251.9,470.5,24,
2201E3082301D,2022-12-19,dpe maison individuelle,G,maison,avant 1948,H1c,01288,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,461.9,18.7,2894,397,3346,84.6,
2292E1584569O,2022-07-11,dpe appartement individuel,D,appartement,1978-1982,H1a,92048,,6,6,22,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,184.7,6.9,426,351,853,48.2,1217
2233E2957913F,2022-12-07,dpe appartement individuel,E,appartement,avant 1948,H2c,33063,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,318.1,68,1979.4,157.5,2429.5,97.8,
2224E2280949U,2022-10-03,dpe maison individuelle,E,maison,1978-1982,H2c,24108,,,2,,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,252,9,1627.4,337.4,2074.5,113.2,
2233E2371721J,2022-10-12,dpe appartement individuel,E,appartement,1948-1974,H2c,33366,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,245.7,54,1229.9,123.5,1449.9,72.6,
2234E1792854H,2022-08-05,dpe maison individuelle,E,maison,avant 1948,H3,34207,,,3,,Bois – Granulés (pellets) ou briquettes,Électricité,Ventilation par ouverture des fenêtres,291.5,8,793.6,340.2,1158.8,55.5,
2214E2852117K,2022-11-25,dpe appartement individuel,D,appartement,1975-1977,H1a,14118,,,1,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,147.1,31.8,534,164,795,80.3,3736
2273E3075211F,2022-11-20,dpe appartement individuel,E,appartement,1983-1988,H1c,73296,,,6,79,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,388.8,14.5,326,300,670,17.1,1350
2229E2361048S,2022-10-11,dpe maison individuelle,E,maison,1948-1974,H2a,29004,,,3,,Fioul domestique,Fioul domestique,Ventilation par ouverture des fenêtres,217.5,67,1017.6,276.5,1391.7,68,
2231E1891509P,2022-08-23,dpe appartement généré à partir des données DPE immeuble,C,appartement,1983-1988,H2c,31555,,5,1,45,Électricité,Électricité,VMC SF Hygro B après 2012,130.7,5,1148.2,549.6,1804.1,90.4,3131.5
2239E2090155D,2022-09-13,dpe maison individuelle,G,maison,1948-1974,H1c,39526,,,1,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,474,19.4,4740,394,5173,128.3,
2294E2647621G,2022-11-08,dpe appartement individuel,E,appartement,1948-1974,H1a,94067,,,1,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,290.9,63,1376.6,168.9,1664.4,71.9,
2246E2091601A,2022-09-13,dpe maison individuelle,D,maison,avant 1948,H2c,46008,,,2,,Bois – Bûches,Électricité,Ventilation par ouverture des fenêtres,243.9,8,512,328.3,951.5,65,
2228E1893521W,2022-08-23,dpe maison individuelle,F,maison,1948-1974,H1a,28229,,,1,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,401.1,89,1967.9,388.1,2470.3,83,
2292E3121442B,2022-12-22,dpe appartement individuel,C,appartement,1948-1974,H1a,92050,,,1,1,Réseau de Chauffage urbain,Non affecté,Ventilation par ouverture des fenêtres,104.5,17,418.3,0,477.1,55.9,8384
2208E1894753M,2022-08-23,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1b,08409,,5,1,40,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit avec entrées d'air hygro,152.1,32,553.5,201.5,833.7,48,1905
2280E3162113W,2022-12-27,dpe appartement individuel,E,appartement,avant 1948,H1a,80367,,,1,1,Fioul domestique,Fioul domestique,VMC SF Hygro B après 2012,177.2,53,940,284.4,1382.6,81.4,232.1
2251E3043516I,2022-12-14,dpe appartement individuel,D,appartement,1948-1974,H1b,51454,,5,5,28,Réseau de Chauffage urbain,Gaz naturel,VMC SF Auto réglable avant 1982,248.2,38.6,660,570,1448,60.5,1612
2275E1867973B,2022-08-12,dpe appartement individuel,E,appartement,1948-1974,H1a,75116,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,310.4,63.7,266,112,495,22.1,4770
2212E3148041A,2022-12-26,dpe maison individuelle,D,maison,1989-2000,H2c,12197,,,2,,Fioul domestique,Fioul domestique,Ventilation naturelle par conduit,173.6,39,1409.9,207,1756.5,131,
2250E2830720V,2022-11-25,dpe immeuble collectif,C,immeuble,1978-1982,H2a,50502,,3,,8,Électricité,Électricité,VMC SF Hygro B après 2012,122.8,4.5,2005,2592,4922,,402
2259E2353674G,2022-10-11,dpe maison individuelle,E,maison,1948-1974,H1a,59579,,,2,,Électricité,Électricité,VMC SF Auto réglable après 2012,255.3,10,1723.4,332.5,2136.5,96.6,
2233E2339495X,2022-10-10,dpe appartement individuel,B,appartement,2006-2012,H2c,33063,,,1,1,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,74.8,2,146,407.8,672.9,92.1,
2214E2395134D,2022-10-14,dpe maison individuelle,E,maison,1948-1974,H1a,14118,,,1,,Électricité,Électricité,VMC SF Hygro A après 2012,324.5,13,1829,315.4,2190.3,78,
2229E3109842M,2022-12-21,dpe appartement individuel,C,appartement,avant 1948,H2a,29039,,,1,1,Électricité,Électricité,Ventilation naturelle par conduit,203.6,7,298.6,217.2,525.1,24.8,
2263E1787228A,2022-08-04,dpe appartement individuel,C,appartement,1989-2000,H1c,63113,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,97.6,18,386.2,219.1,836.6,74.4,
2230E3199963S,2022-12-06,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H3,30258,T5,4,1,74,Réseau de Chauffage urbain,Gaz naturel,Ventilation naturelle par conduit,154.1,33.8,578.3,179.8,812.5,60.5,5094
2256E1809106F,2022-08-08,dpe appartement individuel,C,appartement,1989-2000,H2a,56260,,4,4,24,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,127.2,27.2,346,368,808,72.5,1620
2213E1739756G,2022-07-29,dpe appartement individuel,C,appartement,1948-1974,H3,13204,,,1,1,Électricité,Électricité,VMC SF Hygro B avant  2001,148.8,5,485.8,332.4,898.3,65,2730
2267E3057227H,2022-12-12,dpe appartement individuel,F,appartement,avant 1948,H1b,67482,,,1,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,353.4,77.9,1005,141,1219,41,
2209E2690869J,2022-11-14,dpe appartement individuel,C,appartement,avant 1948,H2c,09194,,,2,1,Gaz naturel,Électricité,VMC SF Auto réglable de 1982 à 2000,144.9,18,392.3,397.8,956.6,73.3,378.9
2242E2490017O,2022-10-24,dpe appartement individuel,D,appartement,1975-1977,H1c,42207,,,6,66,Électricité,Électricité,Ventilation mécanique sur conduit existant avant 2013,244.2,11.3,578,1487,2288,110,7333
2233E2670882O,2022-11-10,dpe appartement individuel,C,appartement,1989-2000,H2c,33075,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,100.8,19,415.9,200.1,830.6,72.5,
2294E2091131U,2022-09-13,dpe maison individuelle,C,maison,après 2021,H1a,94068,,,1,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,117.1,23,613.6,148,949.6,80,
2278E1977876F,2022-09-01,dpe maison individuelle,D,maison,1983-1988,H1a,78537,,,2,,Bois – Bûches,Électricité,VMC SF Auto réglable de 2001 à 2012,212.4,7,1805.7,493.7,2453.6,163.9,
2213E2519646A,2022-10-25,dpe appartement individuel,C,appartement,1948-1974,H3,13047,,,1,9,Gaz naturel,Gaz naturel,Ventilation mécanique sur conduit existant avant 2013,132.6,25.3,279,209,747,68,761
2209E2373961P,2022-10-12,dpe maison individuelle,E,maison,avant 1948,H2c,09122,,,1,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,305.6,62,2088.2,359.3,2619.6,110.5,
2229E1990839X,2022-09-03,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H2a,29151,,5,1,25,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,138.4,28,782.5,365.6,1400.8,96.8,1786.9
2242E2309329A,2022-10-06,dpe appartement généré à partir des données DPE immeuble,C,appartement,1978-1982,H1c,42218,,9,1,83,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,112.1,22,499.2,153.6,781.1,68,5249
2244E1817775E,2022-08-09,dpe appartement individuel,C,appartement,2006-2012,H2b,44184,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,140.8,5,253.5,317.7,667,45.1,
2250E2416355S,2022-10-17,dpe maison individuelle,D,maison,1978-1982,H2a,50197,,,1,,Électricité,Électricité,VMC SF Auto réglable avant 1982,205.5,7.9,766,333,1218,66,
2283E2071722W,2022-09-12,dpe appartement individuel,D,appartement,avant 1948,H3,83027,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,234.1,9,953.1,274.4,1246.7,59.5,
2232E2964358B,2022-12-08,dpe appartement individuel,F,appartement,1978-1982,H2c,32096,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,369.6,14,702.9,225.4,971.3,28.7,
2233E1901717H,2022-08-24,dpe appartement individuel,C,appartement,1983-1988,H2c,33063,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,160.4,6,544,342.5,987.3,67.2,
2259E2626832I,2022-11-07,dpe appartement individuel,C,appartement,1948-1974,H1a,59606,,,3,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,194.6,6,36,308.2,373.1,15.6,
2259E3014760Q,2022-12-13,dpe appartement individuel,D,appartement,avant 1948,H1a,59350,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,239.6,9,565.6,181.9,804.1,35.1,1500
2273E2549502Q,2022-10-28,dpe appartement généré à partir des données DPE immeuble,C,appartement,2006-2012,H1c,73065,,4,1,11,Réseau de Chauffage urbain,Électricité,VMC SF Hygro B de 2001 à 2012,142.7,10,453.8,374.7,932,70,703.2
2267E1794370W,2022-08-05,dpe appartement individuel,C,appartement,1948-1974,H1b,67482,,,1,1,Réseau de Chauffage urbain,Gaz naturel,Ventilation par ouverture des fenêtres,174.9,17,822.4,251,1151.4,76.2,984
2271E2640123Z,2022-11-08,dpe maison individuelle,D,maison,1989-2000,H1c,71209,,,1,,Électricité,Électricité,VMC SF Auto réglable après 2012,196.7,7,982.8,364.5,1424.6,81.7,
2287E1956433V,2022-08-31,dpe maison individuelle,F,maison,1975-1977,H1c,87002,,,1,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,341.5,75,2296.8,237.7,2675.7,106,
2236E3216958P,2022-12-06,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,36044,T2,5,1,68,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A de 2001 à 2012,163,33.5,300,454.8,934,66,4544
2290E1496869K,2022-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1b,90052,,4,1,24,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,126,26,518.3,273.1,923.1,75,1700
2235E2150636E,2022-09-20,dpe maison individuelle,C,maison,avant 1948,H2a,35238,,,3,,Électricité,Électricité,VMC SF Auto réglable après 2012,144.7,9,1086.3,360.3,1567.8,117.3,
2228E2687702H,2022-11-14,dpe appartement individuel,E,appartement,1948-1974,H1a,28373,,,1,1,Gaz naturel,Électricité,VMC SF Hygro B avant  2001,262.1,43,714.2,425.4,1254.8,61,635.7
2208E3138432H,2022-12-22,dpe appartement généré à partir des données DPE immeuble,C,appartement,1978-1982,H1b,08409,,12,1,70,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Auto réglable avant 1982,162.8,21,817.8,234.2,1336,94,4635
2206E2503059U,2022-10-18,dpe appartement individuel,E,appartement,1948-1974,H3,06088,,,1,130,Fioul domestique,Fioul domestique,Ventilation naturelle par conduit,200.5,62.3,403,409,877,46.4,6940
2242E2575102B,2022-11-01,dpe appartement individuel,D,appartement,avant 1948,H1c,42218,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,191.1,7,1303.1,380.1,1766.6,105.6,
2252E1511466J,2022-07-03,dpe maison individuelle,D,maison,avant 1948,H1b,52121,,,3,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,165.9,36,5497,293.2,6238.8,550,
2244E3086349M,2022-12-19,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,44109,,11,1,139,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A avant 2001,219.4,11,887.5,412.4,1445.2,82,10333.6
2282E2511675C,2022-10-25,dpe maison individuelle,C,maison,avant 1948,H2c,82121,,,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,161.7,26.7,1160,210,1711,120,
2273E1944225T,2022-08-30,dpe appartement généré à partir des données DPE immeuble,D,appartement,1978-1982,H1c,73157,,6,1,41,Fioul domestique,Électricité,VMC SF Hygro A avant 2001,197.7,44,947.8,576.9,1780.2,80,2812
2249E2510775F,2022-10-25,dpe maison individuelle,E,maison,avant 1948,H2b,49269,,,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,269.1,44,1608.3,301.3,2079.2,91.3,
2262E1580087A,2022-07-07,dpe appartement individuel,D,appartement,1948-1974,H1a,62160,,,1,,Gaz naturel,Électricité,Ventilation naturelle par conduit,227.9,40,1000,396,1464,70.4,
2278E3099971S,2022-12-20,dpe appartement individuel,F,appartement,1948-1974,H1a,78107,,,1,1,Fioul domestique,Électricité,VMC SF Auto réglable de 1982 à 2000,351.7,90,1441.4,373.8,1972.8,58.4,115
2257E2739985H,2022-11-18,dpe maison individuelle,F,maison,1948-1974,H1b,57542,,,2,,Fioul domestique,Électricité,Ventilation naturelle par conduit,320.6,89.5,3023,512,3628,122,
2227E2955808A,2022-12-07,dpe maison individuelle,C,maison,2013-2021,H1a,27602,,,2,,Gaz naturel,Gaz naturel,VMC SF Hygro A après 2012,107.1,22.3,623,187,956,91.8,
2278E2698787O,2022-11-15,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,78621,,8,1,69,Gaz naturel,Gaz naturel,Ventilation hybride de 2001 à 2012,183.4,39,410,332,819.8,69,4857
2238E3010943A,2022-12-12,dpe maison individuelle,G,maison,avant 1948,H1c,38314,,,3,,Électricité,Électricité,VMC SF Auto réglable avant 1982,610.2,24,1441.3,226.2,1772.4,33.2,
2276E2550165G,2022-10-28,dpe maison individuelle,E,maison,avant 1948,H1a,76114,,,3,,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,259.4,38.6,874,125,1256,61,
2251E2415893Z,2022-10-17,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1b,51454,,7,1,12,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation naturelle par conduit,224.6,29,662.8,522.2,1221.4,69,948
2231E2301695Z,2022-10-05,dpe appartement individuel,C,appartement,1978-1982,H2c,31555,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,137.4,26,717.4,179.5,1192.8,88.7,1400
2201E2099638K,2022-09-14,dpe appartement individuel,D,appartement,1975-1977,H1c,01053,,,1,,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,176.5,35.1,530,143,850,45,
2285E1744059N,2022-07-29,dpe appartement individuel,C,appartement,2006-2012,H2b,85222,,,1,,Gaz naturel,Gaz naturel,VMC SF Hygro B de 2001 à 2012,121.8,23.4,214,221,564,39,
2279E2195134I,2022-09-23,dpe maison individuelle,F,maison,avant 1948,H2b,79326,,,1,,Fioul domestique,Fioul domestique,Ventilation naturelle par conduit,268,83,2896.6,200.5,3294.8,131.2,
2283E1607757B,2022-07-08,dpe maison individuelle,C,maison,avant 1948,H3,83046,,,4,,Électricité,Électricité,Ventilation par ouverture des fenêtres,160,6.4,1724,440,2214,160,
2272E1648758P,2022-07-18,dpe appartement généré à partir des données DPE immeuble,C,appartement,1983-1988,H2b,72181,T3,5,1,87,Gaz naturel,Gaz naturel,VMC SF Gaz avant  2001,129.7,25.5,454.7,189.3,832.2,58,6005
