numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2157E0741705I,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2144E0002033X,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H2b,44054,,,1,,Électricité,Non affecté,,117,3.7,1098.6,566.2,1822.5,,
2150E0774547F,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,132.5,5,503,108,768,61,61
2157E0741688R,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2183E0001967W,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H3,83069,,,1,1,Électricité,Non affecté,,150,4.7,424.6,253.6,732,,
2150E0893160G,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,124.6,4,467,104,729,61,61
2150E0745198K,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50639,,1,1,1,Électricité,Non affecté,,113.5,4,585,123,846,79.6,79.6
2150E0774661P,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,203.5,8,727,93,970,52,52
2150E0740171B,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50188,,1,1,1,Électricité,Non affecté,,125.8,4,689,122,950,82.2,82.2
2165E0000623M,2021-07-01,dpe maison individuelle,G,maison,avant 1948,H2c,65009,,,1,,Électricité,Non affecté,,643.7,19.4,3073,500.3,3631.5,,
2135E0036760F,2021-07-01,dpe maison individuelle,D,maison,1978-1982,,35360,,1,1,1,Gaz naturel,Non affecté,,227.8,48.6,652,169,910,29.5,29.5
2106E0004902U,2021-07-01,dpe maison individuelle,C,maison,1948-1974,H3,06105,,,2,,Électricité,Non affecté,,157.4,5.8,1263,445,1757,121.6,
2120E1036409R,2021-07-01,dpe appartement individuel,A,appartement,1983-1988,H3,2B033,,,1,,Électricité,Électricité,VMC SF Hygro B après 2012,71.9,5,179,278,510,35.5,
2151E0039777W,2021-07-01,dpe maison individuelle,G,maison,avant 1948,,51454,,2,2,2,Fioul domestique,Non affecté,,494.5,136.2,1506,392,1967,40,40
2133E0039811M,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H2c,33361,,,1,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,98.3,2.9,335,32,865,87.7,
2135E0941830P,2021-07-01,dpe appartement individuel,C,appartement,1975-1977,H2a,35115,,,1,,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,118.7,23.2,395,164,708,50.7,
2124E0086625R,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2c,24256,,,3,,Électricité,Non affecté,,254,9.9,4094,791,6061,228,
2149E1037920X,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H2b,49007,,,2,5,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,248.5,51.6,418,114,656,33,153
2140E0000143B,2021-07-01,dpe appartement individuel,E,appartement,2006-2012,H2c,40192,,,1,1,Électricité,Non affecté,,288.4,9.2,744.1,350.8,1159.2,,
2140E0001214G,2021-07-01,dpe maison individuelle,D,maison,1978-1982,H2c,40303,,,1,,Électricité,Non affecté,,222.4,6.7,618.3,478.2,1166.3,,
2101E0000558N,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H1c,01053,,,1,1,Électricité,Non affecté,,116.2,21.9,718.7,257.2,1289.6,,
2150E0745568Q,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,130.4,4,292,94,527,47,47
2131E0001886T,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H2c,31555,,,1,1,Électricité,Non affecté,,236.6,7.4,451.6,369.1,895.6,,
2133E0010014L,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H2c,33063,,,1,,Électricité,Non affecté,,429.5,17,993,309,1345,23.8,
2164E0000054O,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H2c,64140,,,1,,Électricité,Non affecté,,224.8,49,1540.3,149.5,1822.4,,
2157E0741726D,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,938.3,190.5,1184.3,54,3060
2150E0774545D,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,120.1,4,319,92,573,47,47
2150E1044153R,2021-07-01,dpe maison individuelle,C,maison,2001-2005,H2a,50109,,1,1,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,116.5,4,486,93,739,66.2,
2114E0185318E,2021-07-01,dpe maison individuelle,C,maison,1978-1982,H1a,14047,,,1,,Électricité,Gaz naturel,VMC SF Auto réglable avant 1982,118.8,18.3,812,269,1361,102,
2150E0892424Y,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,135.1,5,527,109,792,62,62
2145E1046814V,2021-07-01,dpe appartement individuel,A,appartement,1989-2000,H1a,45338,,1,1,1,Électricité,Électricité,VMC DF collective avec échangeur à partir de 2013,65.9,2.5,225.9,120.5,437.8,59.2,334.1
2149E0023792Z,2021-07-01,dpe appartement individuel,D,appartement,1978-1982,H2b,49007,,,5,,Gaz naturel,Non affecté,,166.1,32.9,1074,242,1604,89,
2157E0741779E,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2181E0021624V,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H2c,81179,,,2,,Bois – Granulés (pellets) ou briquettes,Non affecté,,199.3,6.1,1657,625,2487,174,
2150E0774517B,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50463,,1,1,1,Électricité,Non affecté,,133.2,5,699,121,979,80.2,80.2
2150E0774678G,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,195.8,6,724,112,992,67,67
2151E0027568H,2021-07-01,dpe maison individuelle,D,maison,avant 1948,,51365,,2,2,1,Électricité,Non affecté,,203.4,7.8,2913,594,3644,161,161
2150E0745717J,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,198,7,726,94,948,52,52
2146E0955243X,2021-07-01,dpe maison individuelle,G,maison,avant 1948,H2c,46113,,,2,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,434.8,16.3,3439,426,3906,128,
2106E0093119T,2021-07-01,dpe maison individuelle,B,maison,2001-2005,H3,06920,T1,1,1,1,Gaz naturel,Non affecté,VMC SF Hygro A avant 2001,57.6,10,504,0,736,80,80
2192E1037804C,2021-07-01,dpe appartement individuel,C,appartement,1989-2000,H1a,92035,,1,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,203.3,7,192,269,514,22.7,22.7
2125E0001810P,2021-07-01,dpe appartement individuel,G,appartement,1948-1974,H1c,25243,,,1,1,Électricité,Non affecté,,468.7,15.4,1361.4,394.4,1771.9,,
2150E0743810A,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50363,,1,1,1,Électricité,Non affecté,,136.6,5,752,121,1012,81.1,81.1
2151E1041897Y,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H1b,51454,,2,2,1,Électricité,Électricité,VMC SF Auto réglable après 2012,184.4,7,426,257,717,40.4,40.4
2150E0891556O,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,110.4,4,448,93,703,65.8,65.8
2177E0001593G,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H1a,77026,,,1,,Électricité,Non affecté,,229.3,7.4,1046.2,258.1,1453.4,,
2157E0741599G,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2150E0743655B,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50591,,1,1,1,Électricité,Non affecté,,142.9,5,433,93,659,47,47
2178E0046050E,2021-07-01,dpe maison individuelle,D,maison,2001-2005,H1a,78208,,,1,,Électricité,Gaz naturel,VMC SF Hygro B de 2001 à 2012,156.3,31.3,963,264,1508,84.6,
2172E0017160U,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H2b,72269,,,2,,Gaz naturel,Non affecté,,249.4,30.2,2228,339,2661,94.3,
2112E0030372Q,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H2c,12089,,,2,,Fioul domestique,Non affecté,,198.4,60.9,2244,280,2742,148,
2175E0000581G,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H1a,75116,,,1,1,Électricité,Non affecté,,364.3,78.6,3042,198.6,3593.2,,
2157E0741837K,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2114E1027494O,2021-07-01,dpe maison individuelle,G,maison,avant 1948,H1a,14536,,,3,,Électricité,Électricité,Ventilation par ouverture des fenêtres,463,15,965,231,1207,35,
2150E0774480Q,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50393,,2,2,1,Électricité,Non affecté,,132.6,5,558,114,827,66.7,66.7
2150E0774476M,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50393,,1,1,1,Électricité,Non affecté,,137.6,5,723,120,1003,79.7,79.7
2117E0025285E,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H2b,17248,,,2,,Électricité,Non affecté,,289.2,11.4,1788,482,2416,78.4,
2150E0774329V,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50237,,1,1,1,Électricité,Non affecté,,119.2,4,703,0,865,78,78
2163E0011588D,2021-07-01,dpe maison individuelle,B,maison,2006-2012,H1c,63226,,,1,,Électricité,Non affecté,,103.4,3.9,739,589,1472,125.9,
2182E0015244M,2021-07-01,dpe appartement individuel,C,appartement,1978-1982,H2c,82121,,,4,,Gaz naturel,Non affecté,,120.9,26.6,753,223,1019,70.6,
2135E0070412N,2021-07-01,dpe maison individuelle,D,maison,2001-2005,H2a,35135,,,2,,Fioul domestique,Non affecté,,173.4,39.4,959,290,1530,104,
2150E0774275T,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50188,,1,1,1,Électricité,Non affecté,,126,4,405,93,661,64.9,64.9
2177E1040441Y,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,101.9,246,483.8,52.3,2391.6
2180E0830618Y,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,,80021,,1,1,1,Électricité,Non affecté,,324,9,184,258,485,16,16
2135E0000004N,2021-07-01,dpe maison individuelle,D,maison,1978-1982,H2a,35275,,,1,,Électricité,Non affecté,,222.1,7.2,1497.9,418.9,2069.7,,
2117E0034275Y,2021-07-01,dpe maison individuelle,C,maison,avant 1948,H2b,17385,,,2,,Électricité,Non affecté,,113.1,4.5,2376,193,2787,208.7,
2177E0001628P,2021-07-01,dpe appartement individuel,D,appartement,2001-2005,H1a,77152,,,1,1,Électricité,Non affecté,,237.7,7.5,643.9,412.3,1141.2,,
2183E0204671E,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,,83090,,1,1,1,Électricité,Non affecté,,331,13.2,1240,305,1562,42.8,42.8
2150E0743794K,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50363,,1,1,1,Électricité,Non affecté,,139.7,5,626,114,871,67.1,67.1
2133E0000954Z,2021-07-01,dpe appartement individuel,C,appartement,1975-1977,H2c,33281,,,1,1,Électricité,Non affecté,,138.6,26.9,933.7,225.7,1485.2,,
2167E0610691S,2021-07-01,dpe appartement individuel,F,appartement,1978-1982,,67034,,1,1,1,Fioul domestique,Non affecté,,247.2,73,775,165,1088,45.9,45.9
2144E0001937F,2021-07-01,dpe maison individuelle,E,maison,1983-1988,H2b,44054,,,1,,Électricité,Non affecté,,286.2,9.4,1870.5,402.2,2419.8,,
2150E0745231R,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50639,,1,1,1,Électricité,Non affecté,,123.4,4,528,115,778,66.4,66.4
2159E1038064V,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H1a,59350,,1,1,1,Réseau de Chauffage urbain,Électricité,VMC SF Auto réglable avant 1982,261,46,714,422,1268,55,55
2150E0774235F,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,110.4,4,448,93,703,65.8,65.8
2150E0893148U,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,125.3,4,341,91,593,47,47
2157E0741384Z,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,1093.1,201.8,1343.6,52,904
2157E0741569C,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2180E0138525Z,2021-07-01,dpe maison individuelle,D,maison,1978-1982,H1a,80229,,,1,,Électricité,Non affecté,,231.3,8.5,1551,462,2115,92,
2150E0739982U,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : immeuble,C,immeuble,1948-1974,,50592,,1,1,8,Électricité,Non affecté,,152.5,5.7,1833,3025,5481,351.9,351.9
2113E0009937S,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H3,13201,,,6,,Électricité,Non affecté,,144.2,5.3,169,277,468,21.8,
2176E0027865R,2021-07-01,dpe appartement individuel,C,appartement,2001-2005,H1a,76351,,,1,,Électricité,Non affecté,,201,7.2,149,391,577,20.4,
2129E0822030R,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2a,29105,,,1,,Gaz naturel,Non affecté,,202.6,30.7,969,537,1705,66.2,
2150E0774384Y,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,182.2,5,440,92,687,47,47
2157E0741562V,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2157E0741959C,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2184E0002721X,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2d,84007,,,3,,Gaz naturel,Non affecté,,266.3,51.9,2431,465,3309,129.6,
2157E0741400P,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,1282.3,236.8,1576.2,61,904
2115E1027875G,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H1c,15012,,,2,,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,400.2,89,3179,167,3519,122,
2150E0893172S,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,128.8,4,260,95,522,47,47
2150E0000579F,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2a,50002,,,1,1,Électricité,Non affecté,,185.8,40,1317.2,234.7,1704,,
2114E0178079T,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H1a,14271,,,3,,Électricité,Électricité,Ventilation par ouverture des fenêtres,,,,,,130,
2101E0004187C,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H1c,01317,,,2,,Électricité,Non affecté,,243.9,9.3,2594,488,3256,127.6,
2157E0741954X,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2177E0001626N,2021-07-01,dpe appartement individuel,C,appartement,1989-2000,H1a,77118,,,1,1,Électricité,Non affecté,,159.6,4.9,387.5,297.3,780.9,,
2182E0020835N,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H2c,82037,,,2,,Gaz naturel,Non affecté,,133.3,27.6,739,222,1095,67.3,
2163E0396236H,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,,63113,,5,5,1,Gaz naturel,Non affecté,,275.3,50,481,180,935,48.6,48.6
2113E0070810Z,2021-07-01,dpe maison individuelle,C,maison,2013-2021,H3,13209,,,1,,Électricité,Gaz naturel,VMC SF Hygro A après 2012,18.9,1,24,94,182,62.9,
2131E0000853A,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2c,31149,,,1,1,Électricité,Non affecté,,147.9,31.9,1191.1,232.1,1555.8,,
2131E0000984B,2021-07-01,dpe appartement individuel,E,appartement,1978-1982,H2c,31555,,,1,1,Électricité,Non affecté,,281.2,34.2,1082.5,552.3,2295.7,,
2150E0745557F,2021-07-01,dpe maison individuelle,B,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,87.9,3,245,100,456,47,47
2131E0007865S,2021-07-01,dpe appartement individuel,E,appartement,1989-2000,H2c,31555,,,1,,Électricité,Non affecté,,314.8,12.1,582,335,982,25.7,
2149E1037921Y,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H2b,49007,,,1,5,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,300.9,63,461,104,686,29.2,153
2150E0745409N,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50525,,1,1,1,Électricité,Non affecté,,186.4,6,444,89,663,44,44
2138E1026240G,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H1c,38185,,,4,,Électricité,Électricité,Ventilation par ouverture des fenêtres,304.8,12,644,239,893,31.7,
2150E0744499N,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,143,5,434,93,660,47,47
2101E0030596V,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1c,01022,,,2,,Électricité,Non affecté,,255.2,9,141,311,763,23.1,
2192E1037842O,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1a,92035,,1,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,260.2,9,273,252,573,20.8,20.8
2150E0739990C,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,C,appartement,1948-1974,,50592,,1,1,8,Électricité,Non affecté,,131.3,4.7,149.8,383.6,606.4,44,351.9
2192E1037850W,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1a,92035,,1,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,203.4,7,292,308,673,32.1,32.1
2144E0056861R,2021-07-01,dpe maison individuelle,F,maison,1975-1977,,44161,,1,1,1,Électricité,Non affecté,,338.2,13.3,1476,407,2165,56,56
2150E0743816G,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50363,,1,1,1,Électricité,Non affecté,,129.7,5,706,121,965,81.1,81.1
2150E0745079V,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50393,,2,2,1,Électricité,Non affecté,,128.5,5,559,114,807,66.7,66.7
2128E0040860Q,2021-07-01,dpe maison individuelle,G,maison,1948-1974,,old 28012,,1,1,1,Fioul domestique,Non affecté,,326.7,104.4,1718,230,1997,66.2,66.2
2157E0741891M,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2150E0893428O,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50591,,1,1,1,Électricité,Non affecté,,142.8,5,408,93,658,47,47
2177E1040421E,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,130.9,315.8,621.1,67.2,2391.6
2169E0031242H,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H1c,69256,,,5,,Gaz naturel,Non affecté,,118.8,26,510,359,914,53,
2163E0015713U,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1c,63113,,,1,,Électricité,Non affecté,,211.7,8,460,354,893,34.5,
2150E0774293L,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,144.9,5,578,108,840,62,62
2157E0741769U,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2131E0001518P,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H2c,31451,,,1,,Électricité,Non affecté,,229.5,49.8,3021.9,199.7,3521.1,,
2125E0019672P,2021-07-01,dpe maison individuelle,C,maison,2013-2021,H1c,25088,,,1,,Électricité,Non affecté,,154.6,6.1,1306,449,1825,107,
2150E0774383X,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,117.1,4,481,113,720,64,64
2150E0743809Z,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50363,,1,1,1,Électricité,Non affecté,,126.6,4,552,115,801,67.1,67.1
2159E0005195C,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H1a,59512,,,1,,Électricité,Non affecté,,189.1,7.4,1609,537,2332,116.5,
